artifact_trial.thisRepN,artifact_trial.thisTrialN,artifact_trial.thisN,artifact_trial.thisIndex,pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,instruction_text.text,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Artifact_intro_title.started,Artifact_intro_title.stopped,Artifact_intro_text.text,Artifact_intro_text.started,Artifact_intro_text.stopped,Artifact_intro_audio.started,Artifact_intro_audio.stopped,Artifact_intro_cont.started,Artifact_intro_cont.stopped,Artifact_rec_text.text,Artifact_rec_text.started,Artifact_rec_text.stopped,Artifact_rec_beep_hint.started,Artifact_rec_beep_hint.stopped,Artifact_rec_action.started,Artifact_rec_action.stopped,Artifact_rec_beep_start.started,Artifact_rec_beep_start.stopped,Artifact_rec_recording.started,Artifact_rec_recording.stopped,Artifact_rec_beep_end.started,Artifact_rec_beep_end.stopped,Artifact_rec_break.started,Artifact_rec_break.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.text,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,Pause_cont.started,Pause_cont.stopped,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_004.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1773.312443971634,None,1773.291649031639,1775.312136888504,"Hiermit wird bestätigt, dass Frau Müller das Praktikum bei uns absolviert hat.",bestätigt,1774.6955902338027,1779.2792208194733,1779.6623122453689,None,1789.8794941663741,1790.8965258598328,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_005.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1793.331081867218,None,1793.309358048439,1795.3302779197693,"Habt ihr eine Ahnung, wie der Unfall passiert ist?",passiert,1794.7131101846694,1797.7967429161072,1798.180017209053,None,1809.9139041662215,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_006.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1813.3148188591003,None,1813.2774243116378,1815.3144509792328,"Manchmal glaube ich, ich bin zu pessimistisch.",glaube,1814.6641812086104,None,1818.0646130800246,None,1829.8650662660598,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_007.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1833.299204826355,None,1833.261548256874,1835.2991209030151,"Ich nehme lieber den Bus, da gibt es nicht so viele Haltestellen.",gibt,1834.6486022233962,None,1839.0490302801131,1840.0656759738922,1849.849505162239,None,1851.2663419246674,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_008.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1853.334193944931,None,1853.3127300024032,1855.333079814911,Die Meere sollte man nicht so leer fischen.,fischen,1854.7163572072982,None,1857.4165811300277,None,1869.9005040884017,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_009.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1873.3183019161224,None,1873.2972559213638,1875.3174858093262,"Er kann sie nicht hören, weil sie zu leise spricht.",hören,1874.6676602125167,1877.5843608379364,1878.0010282754897,None,1889.868254160881,1890.8853669166565,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_010.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1893.3024327754974,None,1893.2649533510207,1895.3019878864288,Einige Eltern haben ihren Töchtern rosa Kleider gekauft.,gekauft,1894.6517562627791,None,1898.585351204872,None,1909.852629160881,None,1911.2694449424744,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_011.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1913.337100982666,None,1913.3158330202102,1915.3363149166107,Ich surfe gern im Internet und chatte mit Freunden.,chatte,1914.686680293083,None,1918.2196712255477,1919.2365148067474,1929.8870391607284,1930.9037988185883,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_012.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1933.354586839676,None,1933.316921877861,1935.3539497852325,Mein Vater arbeitet in einer Papierfabrik.,arbeitet,1934.7041880846023,1937.5541498661041,1937.937492108345,None,1949.9048630952834,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_013.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1953.3223309516907,None,1953.284759712219,1955.3216907978058,Wir müssen die Kunden jeden Monat über ihren finanziellen Status informieren.,informieren,1954.6716980695724,None,1959.7386462450027,None,1969.8725220918654,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_014.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1973.3235259056091,None,1973.3024460554122,1975.322825908661,"Das Essen riecht so gut, was kochst du heute?",kochst,1974.7061981916427,None,1977.9065501451491,None,1989.9071712255477,1990.9237549304962,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_015.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1993.3071579933167,None,1993.2701363325118,1995.3072338104248,Einige NGOs schützen die Rechte der Menschen.,schützen,1994.657231068611,1997.6740369796753,1998.0906913042068,None,2009.8746530771255,2010.8914279937744,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_016.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,2013.3251779079437,None,2013.3044609308242,2015.3249759674072,Der Unterricht dauert meistens bis um dreizehn Uhr.,dauert,2014.674895262718,None,2018.108422255516,None,2029.875717139244,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_017.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,2033.310154914856,None,2033.2725002527236,2035.3093948364258,Ich habe einen Platz für die Oper reserviert.,reserviert,2034.659303164482,None,2037.8261561155318,None,2049.86005423069,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_018.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,2053.2944769859314,None,2053.2569262742995,2055.2940077781677,Das Kleid wird fünfzehn Euro kosten.,kosten,2054.6437182188033,2057.0941319465637,2057.477190232277,2058.4942128658295,2069.8447801828383,2070.861350774765,2071.2613039016724,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_019.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,2073.311514854431,None,2073.274417376518,2075.3117728233337,"Bevor es Autos gab, sind die Leute mit der Eisenbahn gefahren.",gefahren,2074.6948261022567,2078.5452568531036,2078.928341126442,None,2089.8959221601485,2090.912334918976,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_020.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,2093.3124787807465,None,2093.292353081703,2095.3125569820404,Auf einer CD sind der Musik oder gesprochener Text gespeichert.,gespeichert,2094.695838189125,None,2099.0961591959,None,2109.896662211418,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_021.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,2113.314906835556,None,2113.2934090375898,2115.3137078285217,Er sieht endlich ein Licht am Ende des Tunnels.,sieht,2114.696885085106,2117.380425930023,2117.763852095604,None,2129.8978991270064,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_022.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,2133.314677000046,None,2133.294307875633,2135.3147099018097,Ich fahre mit dem Zug nach London.,fahre,2134.6980781316756,2136.94811296463,2137.298117136955,None,2149.898869252205,2150.9158058166504,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
